(0.1375644866350811+0j) (0.06695479735074529-0.07149551468566633j) (0.1023189341847271-0.034383818762165626j) (0.14182879785068947+0.020194705568217456j) (0.09929801371074586-0.091472211042434j) (0.07600302859993999-0.030712559736494262j) (0.16069027699185273-0.06501958386168903j) (0.04679615449239793-0.14030511659582937j)
(0.06695479735074529+0.07149551468566633j) (0.06974586060063075+0j) (0.06767031630362949+0.03644242323644807j) (0.058534638895777875+0.08354085854256829j) (0.09587017344261288+0.007086561857562651j) (0.052953911447732094+0.024552284653975322j) (0.11200269722181881+0.0518684812611078j) (0.09569630859602093-0.043967637623270606j)
(0.1023189341847271+0.034383818762165626j) (0.06767031630362949-0.03644242323644807j) (0.08469781387892504+0j) (0.10044307709463092+0.0504702674381788j) (0.09671995426476958-0.04321678058000223j) (0.06420671631835648-0.0038469377563313217j) (0.13577108394764797-0.008196804193538807j) (0.06987528967080227-0.09266082989667167j)
(0.14182879785068947-0.020194705568217456j) (0.058534638895777875-0.08354085854256829j) (0.10044307709463092-0.0504702674381788j) (0.14918991474304666+0j) (0.08894783707032838-0.10888484554174543j) (0.07385036157744447-0.04282198374962587j) (0.15612646828514284-0.09062471392381878j) (0.02764973656620155-0.15152414035520748j)
(0.09929801371074586+0.091472211042434j) (0.09587017344261288-0.007086561857562651j) (0.09671995426476958+0.04321678058000223j) (0.08894783707032838+0.10888484554174543j) (0.13249975604708736+0j) (0.07528320553630442+0.028368287409115067j) (0.1592250366398155+0.05991647700155053j) (0.1270733810271455-0.07015961682988764j)
(0.07600302859993999+0.030712559736494262j) (0.052953911447732094-0.024552284653975322j) (0.06420671631835648+0.0038469377563313217j) (0.07385036157744447+0.04282198374962587j) (0.07528320553630442-0.028368287409115067j) (0.04884779383327694+0j) (0.10329603169336035-4.707290935659823e-05j) (0.05717884706613105-0.06706952008289525j)
(0.16069027699185273+0.06501958386168903j) (0.11200269722181881-0.0518684812611078j) (0.13577108394764797+0.008196804193538807j) (0.15612646828514284+0.09062471392381878j) (0.1592250366398155-0.05991647700155053j) (0.10329603169336035+4.707290935659823e-05j) (0.21843509280833986+0j) (0.12097793354480124-0.14177352043969624j)
(0.04679615449239793+0.14030511659582937j) (0.09569630859602093+0.043967637623270606j) (0.06987528967080227+0.09266082989667167j) (0.02764973656620155+0.15152414035520748j) (0.1270733810271455+0.07015961682988764j) (0.05717884706613105+0.06706952008289525j) (0.12097793354480124+0.14177352043969624j) (0.1590192814536123+0j)
